Time,X_o,Y_o,Z
892,4460,3952.40111171002,0.794740529596957
894,4470,3937.0395814583,0.782114416496484
896,4480,3921.5796254221,0.795576696771634
898,4490,3906.02163009951,0.797385320461736
900,4500,3890.36598443961,0.797614623294075
902,4510,3874.61307983271,0.794788129402063
904,4520,3858.76331010063,0.793772154541704
906,4530,3842.81707148677,0.787065571469706
908,4540,3826.77476264627,0.788425430100532
910,4550,3810.63678463601,0.811660303074585
912,4560,3794.40354090461,0.774792278547897
914,4570,3778.07543728231,0.786479229915548
916,4580,3761.65288197085,0.799822347102332
918,4590,3745.13628553327,0.801634848588212
920,4600,3728.5260608836,0.792555940387559
922,4610,3711.82262327661,0.800853803100374
924,4620,3695.02639029735,0.795637585665107
926,4630,3678.13778185079,0.808133961364881
928,4640,3661.15722015126,0.803327539868208
930,4650,3644.0851297119,0.794629855658581
932,4660,3626.9219373341,0.777515816392571
934,4670,3609.66807209676,0.804726259285208
936,4680,3592.32396534563,0.82159576429825
938,4690,3574.89005068246,0.806433531766713
940,4700,3557.36676395422,0.798901430703666
942,4710,3539.75454324216,0.818736304266907
944,4720,3522.05382885088,0.804114808952475
946,4730,3504.26506329732,0.820450286861279
948,4740,3486.38869129969,0.80643819379766
950,4750,3468.42515976636,0.810868605112261
952,4760,3450.37491778468,0.821060048772463
954,4770,3432.23841660977,0.812726264765389
956,4780,3414.0161096532,0.830059397621073
958,4790,3395.7084524717,0.793596606908667
960,4800,3377.31590275575,0.793697878175592
962,4810,3358.83892031814,0.81886161732111
964,4820,3340.27796708245,0.802306463360005
966,4830,3321.63350707157,0.808171826812555
968,4840,3302.906006396,0.817838306172828
970,4850,3284.09593324231,0.811433612402955
972,4860,3265.20375786132,0.808241532226992
974,4870,3246.22995255646,0.813794125508905
976,4880,3227.17499167185,0.799836780896267
978,4890,3208.03935158054,0.809856567113627
980,4900,3188.82351067252,0.823306139151056
982,4910,3169.52794934282,0.814661952189997
984,4920,3150.15314997946,0.838570260186883
986,4930,3130.69959695143,0.824260860056114
988,4940,3111.16777659652,0.830080179162831
990,4950,3091.55817720925,0.815285017322788
992,4960,3071.87128902856,0.801229930071314
994,4970,3052.10760422564,0.807270592336482
996,4980,3032.26761689157,0.829604810018252
998,4990,3012.35182302502,0.804895301882735
1000,5000,2992.36072051978,0.824278252810399
1002,5010,2972.29480915238,0.821955486494249
1004,5020,2952.15459056956,0.806373973385865
1006,5030,2931.94056827574,0.826465743307386
1008,5040,2911.65324762041,0.805105353637796
1010,5050,2891.29313578554,0.819464850894981
1012,5060,2870.86074177286,0.809281341090268
1014,5070,2850.35657639116,0.821344779132314
1016,5080,2829.78115224351,0.817856246015905
1018,5090,2809.13498371444,0.804744150515141
1020,5100,2788.41858695708,0.830644701504904
1022,5110,2767.63247988028,0.831374571207395
1024,5120,2746.77718213563,0.825173532817679
1026,5130,2725.85321510449,0.81809484182495
1028,5140,2704.86110188494,0.802929237779679
1030,5150,2683.80136727872,0.813618286950638
1032,5160,2662.67453777811,0.825783603559484
1034,5170,2641.48114155272,0.824533757664709
1036,5180,2620.22170843638,0.823288159023728
1038,5190,2598.89676991379,0.825672591862625
1040,5200,2577.50685910732,0.836308342483349
1042,5210,2556.05251076361,0.834730205298296
1044,5220,2534.53426124027,0.809285744843729
1046,5230,2512.95264849239,0.826102606901857
1048,5240,2491.30821205919,0.806305554185138
1050,5250,2469.60149305045,0.847069580561657
1052,5260,2447.833034133,0.843271449017111
1054,5270,2426.00337951719,0.840563010572067
1056,5280,2404.11307494324,0.831418019031712
1058,5290,2382.16266766764,0.836197786967364
1060,5300,2360.15270644941,0.825820405326919
1062,5310,2338.08374153645,0.839933318214515
1064,5320,2315.95632465173,0.826600184971405
1066,5330,2293.77100897951,0.815105718949995
1068,5340,2271.52834915153,0.840348351507696
1070,5350,2249.22890123313,0.847939544784265
1072,5360,2226.87322270936,0.837954688130687
1074,5370,2204.46187247099,0.80590622347621
1076,5380,2181.99541080063,0.842653011719259
1078,5390,2159.47439935865,0.856600971600676
1080,5400,2136.89940116915,0.813480814624798
1082,5410,2114.27098060592,0.850288208627407
1084,5420,2091.58970337829,0.845964603791751
1086,5430,2068.85613651702,0.825865406486662
1088,5440,2046.07084836009,0.829873551437019
1090,5450,2023.23440853851,0.813305089606513
1092,5460,2000.3473879621,0.861704093529546
1094,5470,1977.41035880517,0.825935585922472
1096,5480,1954.42389449226,0.838215315592567
1098,5490,1931.38856968378,0.834727856522726
1100,5500,1908.30496026166,0.841829967905126
1102,5510,1885.17364331492,0.840114868333311
1104,5520,1861.99519712528,0.825827984632791
1106,5530,1838.77020115269,0.840283048294856
1108,5540,1815.49923602084,0.840848085119431
1110,5550,1792.18288350265,0.837536164911579
1112,5560,1768.82172650571,0.844749233163691
1114,5570,1745.41634905774,0.834849272207588
1116,5580,1721.96733629195,0.830729546691149
1118,5590,1698.47527443244,0.839829660125377
1120,5600,1674.94075077952,0.837146902274564
1122,5610,1651.36435369508,0.831198951466845
1124,5620,1627.7466725878,0.851821633343363
1126,5630,1604.08829789849,0.841875999363308
1128,5640,1580.38982108527,0.850564092128092
1130,5650,1556.65183460884,0.842624902043379
1132,5660,1532.87493191761,0.850804191472075
1134,5670,1509.05970743293,0.853367071970437
1136,5680,1485.20675653416,0.848120910176042
1138,5690,1461.31667554383,0.835761202434607
1140,5700,1437.39006171272,0.845501473046559
1142,5710,1413.42751320494,0.83880730498354
1144,5720,1389.42962908293,0.854347137369575
1146,5730,1365.39700929257,0.84581623762025
1148,5740,1341.33025464809,0.843205636260796
1150,5750,1317.2299668171,0.856796419748112
1152,5760,1293.09674830555,0.860633028410604
1154,5770,1268.93120244264,0.84023122074885
1156,5780,1244.73393336576,0.852150935918439
1158,5790,1220.50554600538,0.858143460716251
1160,5800,1196.24664606991,0.852548355010769
1162,5810,1171.9578400306,0.87235561728923
1164,5820,1147.63973510632,0.851595366971979
1166,5830,1123.29293924844,0.860778288154065
1168,5840,1098.91806112558,0.843128873257511
1170,5850,1074.51571010843,0.848737227357569
1172,5860,1050.0864962545,0.860587904124781
1174,5870,1025.63103029284,0.863233450118797
1176,5880,1001.14992360885,0.860093497583795
1178,5890,976.643788228914,0.879345729624908
1180,5900,952.113236805135,0.8530481760635
1182,5910,927.558882600027,0.852929144723866
1184,5920,902.981339471165,0.869397123144914
1186,5930,878.381221855845,0.851328373225659
1188,5940,853.759144755727,0.882179904888072
1190,5950,829.115723721458,0.854908522256761
1192,5960,804.451574837279,0.857910488911749
1194,5970,779.767314705628,0.872731661047799
1196,5980,755.063560431719,0.854079141565712
1198,5990,730.340929608128,0.871766165069668
1200,6000,705.600040299336,0.870791351138976
1202,6010,680.841511026286,0.852599672155788
1204,6020,656.065960750919,0.872159909736885
1206,6030,631.274008860705,0.86771177118353
1208,6040,606.466275153149,0.859209510723135
1210,6050,581.6433798203,0.858935269318697
1212,6060,556.805943433248,0.865905571426213
1214,6070,531.954586926612,0.868621987165653
1216,6080,507.089931583009,0.858395700613764
